onset	offset	pitch
0.59	0.62	47.04
0.92	0.95	43.93
1.34	1.37	47.51
2.1	2.13	47.04
2.36	2.39	44.77
2.8	2.83	47.51
3.47	3.5	49.47
3.9	3.93	47.28
4.28	4.31	45.03
4.56	4.59	44.22
5.0	5.03	41.82
5.33	5.36	44.22
5.71	5.74	45.3
6.68	6.71	47.28
7.02	7.05	40.49
7.4	7.43	40.14
7.76	7.79	40.49
8.15	8.18	40.14
8.32	8.35	42.76
8.48	8.51	44.77
8.67	8.7	45.3
8.89	8.92	47.51
9.66	9.69	47.74
10.02	10.05	42.14
10.38	10.41	42.14
10.75	10.78	45.56
11.1	11.13	43.93
11.45	11.48	42.14
11.83	11.86	40.83
12.55	12.58	47.74
12.85	12.88	44.77
13.26	13.29	47.51
13.97	14.0	47.28
14.28	14.31	44.22
14.68	14.71	47.28
15.33	15.36	49.27
15.74	15.77	47.04
16.1	16.13	45.3
16.36	16.39	44.22
16.83	16.86	42.14
17.23	17.26	45.03
17.59	17.62	45.3
18.36	18.39	46.8
18.7	18.73	40.49
19.03	19.06	40.14
19.39	19.42	40.14
19.76	19.79	40.14
19.92	19.95	43.36
20.07	20.1	45.3
20.25	20.28	45.3
20.47	20.5	47.51
21.2	21.23	47.51
21.58	21.61	41.82
21.98	22.01	42.45
22.38	22.41	45.03
22.75	22.78	44.22
23.13	23.16	42.45
23.52	23.55	40.83
