onset	offset	pitch
0.24	0.27	42.45
0.55	0.58	38.28
0.89	0.92	38.67
1.16	1.19	38.5
1.67	1.7	41.5
1.93	1.96	37.88
2.23	2.26	39.05
2.56	2.59	39.42
2.95	2.98	41.82
3.31	3.34	42.45
3.59	3.62	43.36
3.96	3.99	41.48
4.47	4.5	40.14
5.62	5.65	41.5
6.0	6.03	35.74
6.38	6.41	37.06
6.74	6.77	37.47
7.14	7.17	40.83
7.45	7.48	36.63
7.84	7.87	37.88
8.21	8.24	37.88
8.65	8.68	39.42
9.01	9.04	40.83
9.43	9.46	41.5
9.76	9.79	35.28
10.13	10.16	35.28
11.45	11.48	41.82
11.8	11.83	41.82
12.24	12.27	43.36
12.54	12.57	43.36
13.01	13.04	41.5
13.38	13.41	41.5
13.7	13.73	37.47
14.44	14.47	36.63
14.84	14.87	35.28
15.18	15.21	37.47
15.51	15.54	39.42
16.04	16.07	42.45
17.34	17.37	41.5
17.67	17.7	41.82
18.06	18.09	43.06
18.36	18.39	43.65
18.81	18.84	41.82
19.17	19.2	42.14
19.46	19.49	38.28
20.12	20.15	37.06
20.53	20.56	40.14
20.85	20.88	39.79
21.22	21.25	37.88
21.59	21.62	35.74
