onset	offset	pitch
0.78	0.81	54.14
1.74	1.77	54.14
3.8	3.83	50.86
4.12	4.15	49.06
4.48	4.51	47.28
4.88	4.91	51.05
5.8	5.83	51.24
8.49	8.52	47.04
9.37	9.4	47.04
11.01	11.04	43.65
11.39	11.42	53.82
11.71	11.74	39.79
12.07	12.1	43.93
12.86	12.89	44.22
15.67	15.7	51.6
16.46	16.49	51.96
18.05	18.08	48.84
18.38	18.41	47.28
18.69	18.72	46.56
19.05	19.08	49.06
19.92	19.95	49.06
21.95	21.98	47.28
22.27	22.3	45.82
22.55	22.58	44.22
22.94	22.97	46.07
23.86	23.89	46.07
25.77	25.8	46.32
26.04	26.07	44.22
26.35	26.38	42.14
26.75	26.78	54.14
27.59	27.62	54.14
30.28	30.31	54.3
31.26	31.29	54.14
32.94	32.97	51.24
33.23	33.26	49.06
33.54	33.57	58.92
33.9	33.93	51.42
34.8	34.83	51.24
37.59	37.62	46.56
38.42	38.45	46.56
40.04	40.07	43.93
40.46	40.49	42.14
40.75	40.78	40.14
41.24	41.27	44.22
42.37	42.4	44.22
44.66	44.69	51.96
45.58	45.61	51.96
47.4	47.43	43.06
47.84	47.87	47.04
48.17	48.2	49.27
48.61	48.64	51.24
49.59	49.62	51.24
51.41	51.44	41.82
52.29	52.32	49.06
53.27	53.3	49.06
55.03	55.06	49.47
55.36	55.39	46.56
55.67	55.7	46.07
56.09	56.12	47.04
