onset	offset	pitch
0.16	0.19	46.07
0.49	0.52	41.82
0.85	0.88	41.82
1.18	1.21	42.14
1.55	1.58	45.56
1.86	1.89	41.82
2.17	2.2	41.82
2.52	2.55	42.14
2.86	2.89	45.3
3.21	3.24	45.56
3.53	3.56	47.04
3.92	3.95	45.3
4.29	4.32	43.65
5.69	5.72	44.77
6.01	6.04	39.42
6.38	6.41	39.79
6.77	6.8	39.79
7.14	7.17	44.77
7.39	7.42	39.79
7.77	7.8	39.79
8.19	8.22	40.14
8.56	8.59	42.76
8.91	8.94	43.93
9.29	9.32	45.03
9.63	9.66	38.28
10.0	10.03	37.88
11.35	11.38	45.3
11.71	11.74	45.56
12.02	12.05	47.04
12.37	12.4	47.04
12.83	12.86	45.3
13.21	13.24	45.56
13.57	13.6	42.14
14.3	14.33	40.14
14.71	14.74	38.28
15.05	15.08	40.49
15.44	15.47	42.76
15.82	15.85	45.56
17.21	17.24	46.32
17.61	17.64	45.82
17.93	17.96	47.28
18.25	18.28	47.28
18.72	18.75	45.03
19.1	19.13	45.56
19.44	19.47	42.45
20.15	20.18	40.49
20.53	20.56	43.65
20.8	20.83	42.45
21.2	21.23	40.49
21.58	21.61	38.28
