onset	offset	pitch
0.86	0.89	45.03
1.25	1.28	44.22
1.56	1.59	44.22
1.88	1.91	44.22
2.19	2.22	44.49
2.5	2.53	44.22
2.82	2.85	44.22
3.2	3.23	45.82
3.58	3.61	47.28
3.9	3.93	47.28
4.26	4.29	47.28
4.54	4.57	49.27
4.95	4.98	47.51
5.23	5.26	39.79
5.55	5.58	40.49
5.9	5.93	42.45
6.26	6.29	44.49
6.56	6.59	44.22
6.85	6.88	44.49
7.24	7.27	44.49
7.52	7.55	44.49
7.95	7.98	52.14
8.27	8.3	52.49
8.59	8.62	52.14
8.96	8.99	51.05
9.33	9.36	47.74
9.6	9.63	47.28
10.0	10.03	49.68
10.38	10.41	47.28
11.64	11.67	45.3
11.96	11.99	48.84
12.27	12.3	49.27
12.59	12.62	49.27
12.95	12.98	49.27
13.23	13.26	49.27
13.63	13.66	51.6
13.96	13.99	52.14
14.3	14.33	54.3
14.71	14.74	52.49
15.03	15.06	52.49
15.35	15.38	52.66
15.74	15.77	47.28
16.94	16.97	49.68
17.32	17.35	49.27
17.64	17.67	49.47
17.96	17.99	49.27
18.31	18.34	49.47
18.64	18.67	49.27
18.99	19.02	51.42
19.32	19.35	52.66
19.7	19.73	51.6
20.03	20.06	49.27
20.36	20.39	48.84
20.74	20.77	47.04
21.11	21.14	51.24
22.4	22.43	51.79
22.74	22.77	49.68
23.09	23.12	49.06
23.46	23.49	47.28
23.84	23.87	51.6
25.07	25.1	49.68
25.52	25.55	49.06
25.85	25.88	49.27
26.15	26.18	49.27
26.52	26.55	49.68
26.9	26.93	46.8
27.26	27.29	46.07
27.57	27.6	49.47
27.98	28.01	51.24
