onset	offset	pitch
0.83	0.86	37.47
1.58	1.61	36.63
2.27	2.3	37.47
3.03	3.06	36.63
3.76	3.79	37.47
4.51	4.54	39.42
5.33	5.36	36.63
7.3	7.33	37.47
8.04	8.07	41.5
8.73	8.76	39.42
9.43	9.46	37.47
10.27	10.3	36.63
10.88	10.91	33.82
11.67	11.7	32.22
13.94	13.97	39.42
14.63	14.66	37.47
15.33	15.36	36.63
16.05	16.08	39.42
16.67	16.7	37.88
17.56	17.59	37.06
18.27	18.3	34.32
20.19	20.22	39.79
20.87	20.9	37.47
21.62	21.65	37.06
22.36	22.39	34.32
23.13	23.16	37.06
23.75	23.78	34.8
24.55	24.58	32.77
26.14	26.17	37.88
26.84	26.87	37.06
27.47	27.5	37.47
28.28	28.31	37.06
29.04	29.07	37.88
29.73	29.76	39.42
30.55	30.58	37.06
32.03	32.06	37.47
32.75	32.78	32.22
33.38	33.41	34.32
34.1	34.13	37.06
34.83	34.86	37.47
35.63	35.66	36.63
36.36	36.39	37.47
