onset	offset	pitch
0.84	0.87	41.82
1.66	1.69	47.04
3.08	3.11	46.32
3.84	3.87	47.28
5.31	5.34	51.24
5.94	5.97	49.06
7.4	7.43	47.28
8.06	8.09	48.84
9.65	9.68	51.24
9.9	9.93	49.88
10.44	10.47	47.04
11.82	11.85	47.28
12.54	12.57	51.05
13.98	14.01	53.98
14.79	14.82	55.79
18.23	18.26	55.79
19.02	19.05	53.98
20.56	20.59	51.24
21.36	21.39	51.05
22.79	22.82	47.28
23.52	23.55	49.06
25.0	25.03	47.51
25.75	25.78	49.06
27.3	27.33	50.86
27.59	27.62	49.06
28.18	28.21	47.04
29.23	29.26	44.22
30.23	30.26	43.93
31.79	31.82	41.82
32.59	32.62	47.28
36.03	36.06	56.08
37.02	37.05	53.82
38.63	38.66	50.86
39.42	39.45	50.28
40.89	40.92	47.04
41.69	41.72	48.63
43.15	43.18	47.04
43.86	43.89	48.84
45.3	45.33	55.79
46.36	46.39	53.82
47.67	47.7	51.05
48.44	48.47	50.86
49.84	49.87	53.98
50.57	50.6	55.79
54.27	54.3	58.92
55.21	55.24	53.82
56.52	56.55	50.86
57.24	57.27	50.86
58.72	58.75	47.04
59.46	59.49	48.84
60.91	60.94	47.28
61.56	61.59	48.63
63.04	63.07	50.86
63.39	63.42	48.63
63.89	63.92	46.8
65.29	65.32	44.22
66.43	66.46	43.93
67.35	67.38	41.82
68.32	68.35	47.04
