onset	offset	pitch
1.47	1.5	44.22
1.99	2.02	44.77
2.5	2.53	50.86
2.98	3.01	51.42
3.49	3.52	49.47
3.99	4.02	47.51
4.53	4.56	46.07
4.98	5.01	44.22
5.46	5.49	41.82
5.89	5.92	43.93
6.44	6.47	46.07
6.91	6.94	47.51
7.35	7.38	49.27
7.88	7.91	51.42
9.18	9.21	43.93
9.68	9.71	44.77
10.25	10.28	52.49
10.75	10.78	51.05
11.24	11.27	49.47
11.78	11.81	47.04
12.29	12.32	46.07
12.74	12.77	43.93
13.26	13.29	42.14
13.76	13.79	44.77
14.28	14.31	46.32
14.8	14.83	47.04
15.23	15.26	49.68
15.74	15.77	51.24
17.55	17.58	52.49
18.01	18.04	49.27
18.52	18.55	50.86
18.96	18.99	52.32
19.45	19.48	54.61
19.93	19.96	56.22
20.43	20.46	51.42
20.84	20.87	48.63
21.37	21.4	47.04
21.87	21.9	44.22
22.37	22.4	46.56
22.86	22.89	47.74
23.31	23.34	49.06
24.38	24.41	47.51
24.79	24.82	49.06
25.31	25.34	51.6
26.27	26.3	52.49
26.8	26.83	51.6
27.31	27.34	51.42
27.84	27.87	49.68
28.39	28.42	47.51
28.87	28.9	46.32
29.41	29.44	44.22
30.52	30.55	47.51
30.74	30.77	46.32
31.06	31.09	44.49
31.49	31.52	48.63
32.51	32.54	47.28
32.95	32.98	49.27
33.48	33.51	51.6
33.98	34.01	52.49
34.49	34.52	54.3
34.98	35.01	56.08
35.49	35.52	51.79
36.01	36.04	48.84
36.52	36.55	47.04
37.02	37.05	46.32
37.53	37.56	44.49
