onset	offset	pitch
1.47	1.5	46.8
1.67	1.7	44.22
2.08	2.11	44.22
2.4	2.43	43.93
2.75	2.78	47.28
3.04	3.07	44.22
3.37	3.4	44.22
3.68	3.71	44.49
4.0	4.03	46.56
4.31	4.34	47.28
4.62	4.65	48.84
4.95	4.98	47.28
5.3	5.33	45.03
6.65	6.68	47.74
6.91	6.94	41.82
7.26	7.29	42.14
7.6	7.63	42.14
7.93	7.96	47.04
8.18	8.21	41.82
8.55	8.58	41.82
8.77	8.8	41.82
9.19	9.22	45.03
9.5	9.53	45.03
9.84	9.87	47.28
10.11	10.14	42.14
10.48	10.51	40.14
11.79	11.82	47.74
12.1	12.13	47.51
12.39	12.42	49.06
12.7	12.73	48.63
13.04	13.07	47.51
13.35	13.38	47.04
13.57	13.6	44.22
14.27	14.3	42.14
14.59	14.62	40.14
14.92	14.95	42.14
15.24	15.27	43.93
15.59	15.62	47.04
16.87	16.9	47.51
17.18	17.21	47.04
17.49	17.52	48.84
17.8	17.83	48.84
18.14	18.17	47.51
18.43	18.46	47.04
18.68	18.71	43.93
19.52	19.55	41.5
19.8	19.83	45.03
20.13	20.16	44.22
20.45	20.48	41.82
20.8	20.83	40.14
