onset	offset	pitch
0.49	0.52	52.14
1.18	1.21	52.14
1.92	1.95	49.47
2.33	2.36	47.04
2.73	2.76	44.77
3.52	3.55	41.82
3.94	3.97	44.77
4.33	4.36	47.28
4.67	4.7	42.14
5.1	5.13	45.03
6.57	6.6	42.14
7.28	7.31	45.03
7.94	7.97	49.27
8.29	8.32	49.47
8.75	8.78	47.51
9.44	9.47	47.28
9.82	9.85	49.27
10.19	10.22	52.32
10.65	10.68	45.56
11.09	11.12	47.28
12.64	12.67	49.06
12.98	13.01	49.06
13.39	13.42	47.51
13.72	13.75	52.14
14.14	14.17	49.06
15.75	15.78	47.13
16.11	16.14	47.04
16.49	16.52	45.3
16.87	16.9	47.04
17.26	17.29	42.14
18.84	18.87	39.79
19.47	19.5	41.82
19.84	19.87	42.14
20.24	20.27	47.28
20.58	20.61	47.28
20.86	20.89	49.47
21.2	21.23	49.27
21.69	21.72	47.04
22.37	22.4	47.04
23.12	23.15	45.03
24.71	24.74	52.14
25.39	25.42	52.32
26.2	26.23	49.06
26.54	26.57	47.04
26.92	26.95	45.3
27.67	27.7	42.14
28.01	28.04	45.3
28.42	28.45	47.04
28.76	28.79	41.5
29.19	29.22	45.03
30.64	30.67	41.82
31.36	31.39	44.77
32.07	32.1	49.27
32.37	32.4	49.19
32.84	32.87	47.04
33.68	33.71	47.28
34.01	34.04	49.06
34.37	34.4	52.14
34.78	34.81	45.3
35.2	35.23	47.28
36.65	36.68	49.47
36.99	37.02	49.27
37.4	37.43	47.04
37.76	37.79	52.14
38.1	38.13	49.06
39.59	39.62	47.28
39.93	39.96	47.04
40.3	40.33	45.56
40.66	40.69	47.28
41.08	41.11	41.82
42.56	42.59	39.79
43.27	43.3	41.82
43.6	43.63	42.14
43.98	44.01	47.35
44.34	44.37	47.28
44.65	44.68	49.06
44.99	45.02	49.06
45.5	45.53	47.04
46.18	46.21	47.04
46.9	46.93	45.03
