onset	offset	pitch
0.72	0.75	47.04
1.26	1.29	49.06
1.62	1.65	51.6
1.91	1.94	52.14
3.06	3.09	54.91
3.29	3.32	53.34
3.68	3.71	51.96
3.93	3.96	49.68
4.33	4.36	47.51
5.51	5.54	45.56
6.06	6.09	45.56
6.35	6.38	49.47
6.7	6.73	47.51
7.29	7.32	45.3
7.78	7.81	44.77
8.05	8.08	42.45
8.36	8.39	44.77
8.71	8.74	45.56
9.07	9.1	47.51
10.34	10.37	47.28
10.86	10.89	49.47
11.25	11.28	51.79
11.5	11.53	52.49
12.7	12.73	54.61
12.96	12.99	56.63
13.2	13.23	55.06
13.52	13.55	53.34
13.93	13.96	51.96
15.11	15.14	49.88
15.62	15.65	50.08
15.96	15.99	51.96
16.27	16.3	52.66
16.9	16.93	47.74
17.45	17.48	45.56
17.66	17.69	45.03
18.0	18.03	43.06
18.33	18.36	45.03
18.72	18.75	41.17
