onset	offset	pitch
0.2	0.23	41.17
0.77	0.8	40.14
1.26	1.29	40.83
1.88	1.91	40.14
2.45	2.48	40.83
3.03	3.06	43.06
3.72	3.75	40.83
5.12	5.15	40.83
5.7	5.73	44.77
6.18	6.21	42.45
6.79	6.82	41.17
7.39	7.42	40.14
7.93	7.96	38.28
8.53	8.56	36.63
9.9	9.93	43.06
10.42	10.45	41.17
11.05	11.08	40.49
11.56	11.59	43.06
12.14	12.17	41.17
12.73	12.76	40.49
13.23	13.26	38.28
14.52	14.55	43.06
15.08	15.11	41.5
15.72	15.75	40.83
16.27	16.3	38.28
16.89	16.92	40.49
17.42	17.45	38.67
18.03	18.06	36.63
19.34	19.37	41.17
19.95	19.98	40.83
20.48	20.51	41.5
21.08	21.11	40.83
21.59	21.62	41.5
22.09	22.12	43.65
22.75	22.78	41.17
23.94	23.97	41.17
24.57	24.6	36.63
25.07	25.1	38.67
25.7	25.73	41.17
26.26	26.29	41.82
26.92	26.95	41.17
27.45	27.48	41.82
