onset	offset	pitch
1.11	1.14	47.04
1.89	1.92	40.14
2.19	2.22	42.45
2.52	2.55	44.49
2.98	3.01	45.03
3.4	3.43	47.28
4.9	4.93	40.83
5.72	5.75	49.27
6.43	6.46	44.49
6.79	6.82	47.28
7.15	7.18	49.27
7.58	7.61	51.05
7.92	7.95	52.32
9.45	9.48	40.83
10.25	10.28	45.03
10.99	11.02	47.04
11.37	11.4	44.77
11.69	11.72	44.49
12.07	12.1	42.14
12.45	12.48	44.22
13.32	13.35	45.03
13.61	13.64	44.49
13.97	14.0	42.14
14.36	14.39	40.14
14.76	14.79	40.14
15.51	15.54	40.14
15.86	15.89	42.14
16.2	16.23	44.22
16.6	16.63	52.83
16.95	16.98	42.45
17.35	17.38	46.8
17.76	17.79	51.79
18.07	18.1	42.45
18.49	18.52	44.22
18.81	18.84	45.03
19.21	19.24	47.28
19.98	20.01	40.83
20.31	20.34	43.36
20.68	20.71	45.03
21.0	21.03	45.3
21.42	21.45	47.04
22.91	22.94	41.5
23.73	23.76	49.06
24.47	24.5	44.77
24.83	24.86	47.04
25.16	25.19	49.88
25.67	25.7	51.6
26.03	26.06	52.49
27.52	27.55	40.49
28.29	28.32	45.3
29.02	29.05	46.8
29.38	29.41	44.77
29.67	29.7	44.22
30.05	30.08	41.5
30.38	30.41	44.22
31.25	31.28	46.56
31.43	31.46	44.49
32.01	32.04	41.82
32.36	32.39	52.32
32.76	32.79	42.14
33.47	33.5	44.22
33.85	33.88	41.82
34.23	34.26	40.49
34.61	34.64	39.79
35.0	35.03	40.49
