onset	offset	pitch
0.15	0.18	42.45
0.44	0.47	39.42
0.75	0.78	39.42
1.09	1.12	39.79
1.47	1.5	43.06
1.78	1.81	39.79
2.12	2.15	39.79
2.45	2.48	39.79
2.81	2.84	42.76
3.17	3.2	43.06
3.45	3.48	44.22
3.85	3.88	42.76
4.23	4.26	40.83
5.68	5.71	42.14
6.01	6.04	37.06
6.39	6.42	37.47
6.74	6.77	38.28
7.19	7.22	41.82
7.54	7.57	37.06
7.93	7.96	37.47
8.25	8.28	37.88
8.67	8.7	40.49
9.05	9.08	41.17
9.42	9.45	43.06
9.78	9.81	37.88
10.16	10.19	36.19
11.69	11.72	42.14
12.02	12.05	42.76
12.38	12.41	44.49
12.71	12.74	44.49
13.11	13.14	43.06
13.47	13.5	43.06
13.8	13.83	39.42
14.44	14.47	37.88
14.81	14.84	36.19
15.13	15.16	37.88
15.51	15.54	40.14
15.89	15.92	42.76
17.27	17.3	43.06
17.64	17.67	43.06
17.94	17.97	44.49
18.34	18.37	44.77
18.72	18.75	43.06
19.09	19.12	43.06
19.43	19.46	39.79
20.19	20.22	37.06
20.57	20.6	40.83
20.94	20.97	39.79
21.25	21.28	38.28
21.67	21.7	36.19
