onset	offset	pitch
0.41	0.44	40.49
0.99	1.02	39.79
1.46	1.49	40.49
2.1	2.13	39.79
2.63	2.66	40.49
3.19	3.22	42.45
3.81	3.84	39.79
5.02	5.05	40.83
5.69	5.72	44.49
6.1	6.13	42.76
6.76	6.79	41.17
7.47	7.5	40.14
8.01	8.04	37.88
8.67	8.7	22.8
11.09	11.12	42.76
11.64	11.67	41.17
12.18	12.21	40.49
12.82	12.85	42.76
13.45	13.48	41.17
14.09	14.12	40.14
14.67	14.7	38.28
16.1	16.13	43.06
16.71	16.74	41.5
17.39	17.42	40.49
17.92	17.95	38.67
18.6	18.63	40.14
19.17	19.2	38.67
19.82	19.85	36.63
21.66	21.69	41.5
22.33	22.36	40.83
22.79	22.82	41.17
23.46	23.49	40.49
24.01	24.04	41.17
24.61	24.64	42.76
25.26	25.29	40.14
26.58	26.61	41.5
27.2	27.23	36.63
27.75	27.78	38.67
28.32	28.35	40.83
28.97	29.0	41.5
29.59	29.62	40.83
30.17	30.2	41.5
