onset	offset	pitch
0.05	0.08	40.49
0.53	0.56	39.79
0.99	1.02	40.83
1.53	1.56	39.79
2.02	2.05	40.83
2.52	2.55	43.36
3.1	3.13	39.79
4.18	4.21	40.83
4.73	4.76	44.49
5.23	5.26	42.76
5.71	5.74	40.49
6.29	6.32	39.79
6.76	6.79	37.47
7.31	7.34	35.28
8.4	8.43	42.14
8.91	8.94	40.14
9.44	9.47	39.79
9.89	9.92	42.45
10.45	10.48	40.49
10.99	11.02	39.42
11.49	11.52	37.47
12.53	12.56	42.14
12.99	13.02	40.49
13.54	13.57	39.42
14.03	14.06	37.06
14.59	14.62	39.42
15.02	15.05	37.06
15.62	15.65	35.28
16.75	16.78	40.14
17.27	17.3	39.42
17.78	17.81	40.49
18.33	18.36	39.79
18.81	18.84	40.83
19.3	19.33	42.45
19.89	19.92	39.79
20.97	21.0	40.14
21.46	21.49	35.28
21.92	21.95	37.47
22.46	22.49	39.79
22.94	22.97	40.49
23.48	23.51	39.79
23.92	23.95	40.49
