onset	offset	pitch
0.05	0.08	47.74
0.27	0.3	46.56
0.8	0.83	44.22
1.24	1.27	39.42
2.97	3.0	39.79
3.41	3.44	47.74
3.87	3.9	46.32
4.32	4.35	44.49
4.76	4.79	41.17
6.68	6.71	41.82
7.18	7.21	48.41
7.6	7.63	47.04
8.05	8.08	45.3
8.51	8.54	42.76
10.23	10.26	50.67
10.64	10.67	51.42
11.16	11.19	49.27
11.57	11.6	45.82
12.01	12.04	48.19
13.87	13.9	39.79
14.26	14.29	47.97
14.74	14.77	46.32
15.18	15.21	43.93
15.62	15.65	39.42
17.07	17.1	39.42
17.52	17.55	47.97
17.96	17.99	46.07
18.39	18.42	43.93
18.8	18.83	41.17
20.42	20.45	41.17
20.9	20.93	48.63
21.29	21.32	47.28
21.74	21.77	45.82
22.2	22.23	51.24
22.59	22.62	50.86
23.06	23.09	51.24
23.93	23.96	53.66
24.34	24.37	51.42
24.8	24.83	49.27
25.25	25.28	46.56
25.66	25.69	44.77
