onset	offset	pitch
0.1	0.13	34.8
0.28	0.31	35.28
0.68	0.71	40.83
1.03	1.06	34.8
1.33	1.36	32.77
1.69	1.72	35.74
1.99	2.02	41.17
2.64	2.67	41.5
2.93	2.96	38.28
3.26	3.29	33.82
3.55	3.58	37.06
3.89	3.92	28.49
5.09	5.12	37.47
5.37	5.4	37.88
5.7	5.73	41.17
6.0	6.03	37.06
6.33	6.36	34.32
6.63	6.66	38.67
6.99	7.02	36.19
7.56	7.59	36.63
7.78	7.81	32.77
8.16	8.19	29.17
8.43	8.46	33.3
8.8	8.83	36.19
9.92	9.95	32.77
10.25	10.28	37.06
10.52	10.55	40.83
10.85	10.88	36.19
11.12	11.15	40.83
11.37	11.4	40.83
11.7	11.73	36.19
12.29	12.32	36.63
12.55	12.58	32.77
12.85	12.88	29.17
13.13	13.16	33.3
13.46	13.49	36.63
14.53	14.56	32.22
14.86	14.89	37.47
15.13	15.16	40.49
15.47	15.5	36.63
15.71	15.74	41.17
15.98	16.01	41.17
16.27	16.3	36.19
16.83	16.86	44.77
17.4	17.43	44.77
18.0	18.03	27.79
