onset	offset	pitch
2.09	2.12	44.22
2.94	2.97	44.49
3.38	3.41	45.3
3.83	3.86	47.28
4.72	4.75	40.14
5.11	5.14	41.82
5.61	5.64	43.65
6.05	6.08	44.22
6.46	6.49	44.49
6.87	6.9	45.03
7.31	7.34	47.28
8.12	8.15	42.45
8.6	8.63	44.77
9.08	9.11	45.03
9.93	9.96	45.3
10.29	10.32	44.49
10.8	10.83	40.14
11.66	11.69	45.3
12.06	12.09	44.22
12.53	12.56	45.3
13.33	13.36	37.06
13.83	13.86	40.14
14.25	14.28	42.14
15.2	15.23	40.49
15.68	15.71	42.14
16.11	16.14	44.49
16.97	17.0	44.49
17.41	17.44	45.03
17.9	17.93	47.28
18.69	18.72	49.68
19.2	19.23	51.05
19.67	19.7	52.32
20.09	20.12	52.14
20.48	20.51	43.65
20.94	20.97	45.56
21.41	21.44	47.28
22.23	22.26	42.14
22.76	22.79	44.77
23.24	23.27	45.56
23.66	23.69	44.77
24.1	24.13	45.56
24.5	24.53	51.96
24.95	24.98	52.14
25.79	25.82	41.82
26.27	26.3	44.22
26.71	26.74	45.03
27.14	27.17	44.77
27.6	27.63	45.3
27.99	28.02	53.82
28.43	28.46	53.98
29.36	29.39	52.66
29.84	29.87	51.24
30.27	30.3	52.66
31.54	31.57	54.14
31.97	32.0	56.08
32.38	32.41	54.14
32.82	32.85	52.14
33.25	33.28	51.42
33.67	33.7	52.49
34.92	34.95	52.14
35.36	35.39	51.6
35.82	35.85	47.28
36.23	36.26	47.74
36.71	36.74	41.82
37.29	37.32	49.27
38.5	38.53	49.27
38.96	38.99	47.51
39.41	39.44	40.49
39.81	39.84	40.83
40.26	40.29	44.49
40.7	40.73	42.45
41.98	42.01	44.22
42.42	42.45	45.03
42.83	42.86	47.74
43.22	43.25	52.66
43.69	43.72	51.24
44.11	44.14	52.32
45.26	45.29	54.45
45.74	45.77	56.22
46.17	46.2	53.98
46.59	46.62	52.32
47.01	47.04	51.6
47.5	47.53	52.32
48.66	48.69	52.66
49.13	49.16	51.6
49.61	49.64	47.51
50.13	50.16	47.28
50.54	50.57	40.83
50.99	51.02	49.68
52.14	52.17	49.68
52.66	52.69	47.51
53.1	53.13	47.51
53.51	53.54	52.14
53.93	53.96	51.42
54.37	54.4	52.32
