onset	offset	pitch
0.05	0.08	40.14
0.48	0.51	39.05
0.9	0.93	40.14
1.5	1.53	39.05
1.97	2.0	40.14
2.43	2.46	41.5
3.02	3.05	38.67
3.95	3.98	39.79
4.44	4.47	43.65
4.95	4.98	41.82
5.36	5.39	39.79
5.99	6.02	38.67
6.43	6.46	36.63
6.98	7.01	35.28
7.91	7.94	42.14
8.39	8.42	40.14
8.96	8.99	39.42
9.34	9.37	42.14
9.89	9.92	40.49
10.48	10.51	39.05
10.94	10.97	36.63
11.94	11.97	41.82
12.41	12.44	40.14
12.96	12.99	38.67
13.36	13.39	36.63
13.96	13.99	39.05
14.35	14.38	36.19
14.99	15.02	34.8
15.8	15.83	40.14
16.33	16.36	39.05
16.78	16.81	39.79
17.31	17.34	38.67
17.76	17.79	40.14
18.14	18.17	41.17
18.75	18.78	38.67
19.63	19.66	39.79
20.11	20.14	34.8
20.58	20.61	36.63
21.11	21.14	39.42
21.59	21.62	39.79
22.1	22.13	39.05
22.59	22.62	40.14
