onset	offset	pitch
0.79	0.82	42.14
1.28	1.31	47.04
1.74	1.77	47.51
2.18	2.21	47.28
2.55	2.58	42.14
3.03	3.06	44.22
3.46	3.49	44.77
3.92	3.95	41.82
4.35	4.38	42.14
4.86	4.89	47.28
5.24	5.27	47.51
5.69	5.72	49.27
6.12	6.15	49.27
6.63	6.66	51.42
7.49	7.52	47.97
8.34	8.37	51.42
9.2	9.23	51.42
10.04	10.07	52.49
10.5	10.53	52.38
10.95	10.98	52.54
11.83	11.86	49.27
12.71	12.74	49.27
13.56	13.59	51.24
14.01	14.04	51.42
14.5	14.53	51.24
15.39	15.42	47.28
16.24	16.27	47.51
17.09	17.12	49.27
17.59	17.62	49.27
17.99	18.02	49.88
18.49	18.52	47.74
18.92	18.95	46.32
19.45	19.48	42.45
19.87	19.9	44.49
20.31	20.34	46.8
20.75	20.78	47.51
21.7	21.73	47.04
22.11	22.14	42.14
22.63	22.66	47.51
23.01	23.04	47.51
23.49	23.52	47.51
23.89	23.92	42.14
24.26	24.29	44.22
24.73	24.76	44.77
25.19	25.22	42.14
25.58	25.61	41.78
26.15	26.18	47.51
26.55	26.58	47.51
26.99	27.02	49.27
27.41	27.44	48.84
27.88	27.91	51.42
28.71	28.74	47.51
29.54	29.57	51.24
30.39	30.42	51.6
31.25	31.28	52.66
31.71	31.74	52.14
32.15	32.18	52.49
33.02	33.05	49.27
33.88	33.91	49.27
34.75	34.78	51.42
35.22	35.25	51.24
35.68	35.71	51.42
36.56	36.59	47.51
37.41	37.44	47.51
38.23	38.26	49.27
38.68	38.71	49.27
39.15	39.18	49.68
39.59	39.62	46.32
40.07	40.1	46.32
40.5	40.53	42.45
40.95	40.98	44.22
41.39	41.42	46.56
41.84	41.87	47.51
42.81	42.84	47.51
