onset	offset	pitch
0.28	0.31	47.74
0.56	0.59	46.8
0.86	0.89	47.04
1.15	1.18	47.04
1.42	1.45	49.06
1.74	1.77	47.04
2.08	2.11	44.22
2.71	2.74	43.65
2.97	3.0	41.82
3.94	3.97	44.49
4.24	4.27	42.14
5.13	5.16	47.28
5.45	5.48	47.28
5.76	5.79	44.02
6.06	6.09	47.04
6.33	6.36	49.0
6.69	6.72	47.04
6.96	6.99	44.02
7.72	7.75	42.14
8.36	8.39	44.49
8.6	8.63	42.14
8.94	8.97	39.79
10.66	10.69	47.28
10.95	10.98	47.04
11.23	11.26	43.65
11.53	11.56	47.28
11.77	11.8	49.47
12.12	12.15	47.28
12.39	12.42	44.49
13.04	13.07	44.77
13.32	13.35	42.14
14.28	14.31	44.22
14.58	14.61	42.14
15.49	15.52	47.04
15.8	15.83	47.04
16.14	16.17	47.04
16.43	16.46	47.04
16.72	16.75	50.28
17.07	17.1	47.04
17.36	17.39	44.22
18.02	18.05	42.07
18.6	18.63	44.49
18.88	18.91	41.82
19.23	19.26	39.79
