onset	offset	pitch
1.83	1.86	47.51
2.61	2.64	49.88
2.98	3.01	49.47
3.7	3.73	47.28
5.31	5.34	44.49
5.98	6.01	45.3
6.14	6.17	44.22
7.08	7.11	42.14
8.73	8.76	42.45
9.17	9.2	44.49
9.64	9.67	45.3
11.92	11.95	42.36
12.46	12.49	51.24
12.99	13.02	49.68
13.35	13.38	47.28
15.84	15.87	47.28
16.22	16.25	49.27
16.61	16.64	49.06
17.55	17.58	47.51
18.99	19.02	44.49
19.71	19.74	45.03
19.95	19.98	44.49
20.72	20.75	42.45
22.45	22.48	42.14
22.91	22.94	44.77
23.35	23.38	45.3
25.44	25.47	35.74
25.89	25.92	44.49
26.41	26.44	41.82
26.78	26.81	40.14
29.11	29.14	40.14
29.57	29.6	40.2
29.9	29.93	49.47
32.0	32.03	45.82
32.38	32.41	40.54
33.0	33.03	49.68
33.4	33.43	49.47
34.06	34.09	47.51
35.56	35.59	44.49
36.08	36.11	45.56
36.57	36.6	47.51
38.56	38.59	49.47
39.02	39.05	47.51
39.4	39.43	45.82
40.06	40.09	44.49
42.32	42.35	40.22
42.61	42.64	40.49
43.14	43.17	49.47
45.2	45.23	49.47
45.56	45.59	40.49
46.13	46.16	49.06
46.36	46.39	49.27
47.15	47.18	47.51
48.53	48.56	44.22
49.11	49.14	40.22
49.53	49.56	47.51
51.41	51.44	45.56
51.86	51.89	42.45
52.41	52.44	40.49
52.63	52.66	40.22
55.48	55.51	47.04
56.04	56.07	49.68
56.31	56.34	49.47
57.1	57.13	47.51
58.57	58.6	44.49
59.22	59.25	44.77
59.36	59.39	44.22
60.18	60.21	42.14
62.02	62.05	42.45
62.48	62.51	44.49
63.0	63.03	45.3
65.11	65.14	42.45
65.62	65.65	51.42
66.17	66.2	49.68
66.53	66.56	47.28
68.73	68.76	47.51
69.17	69.2	49.47
69.54	69.57	49.47
70.47	70.5	47.51
71.87	71.9	44.22
72.56	72.59	44.77
72.75	72.78	44.49
73.57	73.6	42.45
75.16	75.19	42.14
75.7	75.73	44.77
76.16	76.19	45.3
78.27	78.3	34.8
78.73	78.76	44.49
79.25	79.28	42.14
79.51	79.54	40.49
