onset	offset	pitch
0.05	0.08	42.76
0.49	0.52	41.5
0.99	1.02	43.06
1.59	1.62	41.82
2.09	2.12	42.76
2.7	2.73	45.03
3.23	3.26	42.45
4.22	4.25	41.5
4.79	4.82	46.56
5.42	5.45	44.22
5.84	5.87	42.14
6.49	6.52	41.17
7.01	7.04	39.55
7.63	7.66	37.88
8.59	8.62	42.45
9.2	9.23	40.49
9.71	9.74	39.42
10.23	10.26	43.36
10.82	10.85	41.17
11.44	11.47	40.14
11.91	11.94	38.28
12.83	12.86	45.03
13.35	13.38	42.14
13.94	13.97	40.49
14.42	14.45	38.28
14.99	15.02	41.5
15.5	15.53	38.28
16.08	16.11	37.06
17.68	17.71	42.45
18.13	18.16	40.54
18.77	18.8	42.45
19.39	19.42	40.83
19.93	19.96	42.14
20.54	20.57	43.36
21.06	21.09	40.83
21.97	22.0	42.76
22.52	22.55	36.63
23.02	23.05	39.05
23.62	23.65	40.49
24.11	24.14	41.82
24.7	24.73	40.49
25.17	25.2	41.5
