onset	offset	pitch
0.14	0.17	47.04
0.77	0.8	47.04
1.31	1.34	49.27
1.9	1.93	51.6
2.48	2.51	51.6
3.16	3.19	47.28
3.74	3.77	46.32
4.04	4.07	47.28
4.34	4.37	49.47
5.42	5.45	46.07
5.68	5.71	43.93
5.97	6.0	42.76
7.13	7.16	49.06
7.65	7.68	49.27
8.19	8.22	51.42
8.79	8.82	52.14
9.37	9.4	52.32
9.88	9.91	49.47
10.54	10.57	50.86
10.77	10.8	52.32
11.11	11.14	54.14
12.29	12.32	51.79
12.48	12.51	49.06
12.89	12.92	47.28
14.0	14.03	51.6
14.55	14.58	51.6
15.06	15.09	52.83
15.63	15.66	54.3
16.17	16.2	54.3
16.73	16.76	51.6
17.3	17.33	52.83
17.53	17.56	54.45
17.87	17.9	56.49
19.06	19.09	53.34
19.33	19.36	51.24
19.61	19.64	48.19
20.76	20.79	48.41
21.32	21.35	49.27
21.85	21.88	51.79
22.37	22.4	52.66
22.89	22.92	52.49
23.43	23.46	49.88
24.03	24.06	51.42
24.26	24.29	52.83
24.58	24.61	54.3
25.64	25.67	51.6
25.86	25.89	49.68
26.24	26.27	46.56
