onset	offset	pitch
0.32	0.35	40.49
0.94	0.97	41.82
1.64	1.67	40.14
2.29	2.32	40.83
2.88	2.91	42.45
3.6	3.63	40.14
4.71	4.74	40.83
5.39	5.42	45.03
5.96	5.99	42.45
6.61	6.64	40.83
7.29	7.32	40.14
7.93	7.96	39.05
8.6	8.63	36.63
9.87	9.9	42.14
10.39	10.42	40.14
11.13	11.16	39.05
11.73	11.76	42.14
12.39	12.42	40.49
13.1	13.13	39.79
13.69	13.72	37.47
15.01	15.04	43.93
15.68	15.71	41.5
16.42	16.45	39.79
17.05	17.08	37.47
17.78	17.81	40.49
18.42	18.45	37.47
19.09	19.12	35.74
20.43	20.46	41.5
21.14	21.17	40.14
21.8	21.83	41.17
22.51	22.54	39.42
23.21	23.24	40.49
23.89	23.92	41.82
24.62	24.65	40.14
25.78	25.81	41.82
26.37	26.4	36.63
27.09	27.12	37.88
27.8	27.83	39.42
28.38	28.41	41.17
29.04	29.07	40.14
29.6	29.63	40.14
