onset	offset	pitch
0.12	0.15	36.19
0.62	0.65	45.56
1.15	1.18	43.06
1.62	1.65	40.83
2.11	2.14	36.19
5.33	5.36	36.19
5.75	5.78	44.77
6.13	6.16	43.36
6.61	6.64	40.83
7.03	7.06	38.28
9.65	9.68	38.28
10.29	10.32	45.3
10.68	10.71	45.03
11.17	11.2	39.42
11.73	11.76	39.79
13.87	13.9	47.51
14.3	14.33	48.19
14.86	14.89	45.82
15.33	15.36	43.06
15.81	15.84	45.03
18.44	18.47	35.74
18.95	18.98	44.77
19.44	19.47	42.76
19.91	19.94	40.49
20.4	20.43	35.74
22.75	22.78	35.74
23.22	23.25	44.77
23.71	23.74	43.06
24.19	24.22	41.17
24.67	24.7	38.28
27.03	27.06	37.88
27.6	27.63	45.3
28.02	28.05	45.3
28.57	28.6	42.76
29.11	29.14	47.74
29.57	29.6	48.41
30.08	30.11	47.97
31.19	31.22	49.88
31.69	31.72	47.97
32.25	32.28	45.82
32.82	32.85	42.45
33.37	33.4	40.83
