onset	offset	pitch
0.68	0.71	51.6
1.27	1.3	52.66
1.74	1.77	50.08
1.9	1.93	48.84
2.4	2.43	49.27
3.12	3.15	47.28
3.72	3.75	47.28
4.16	4.19	44.77
4.35	4.38	43.93
4.97	5.0	44.49
5.34	5.37	45.56
6.21	6.24	47.74
6.87	6.9	40.49
7.43	7.46	42.45
8.23	8.26	45.3
8.85	8.88	44.49
9.39	9.42	42.14
10.03	10.06	40.14
11.15	11.18	40.14
11.77	11.8	45.3
12.35	12.38	45.3
12.96	12.99	49.27
13.53	13.56	47.04
13.9	13.93	49.68
14.11	14.14	47.28
14.51	14.54	45.56
14.61	14.64	45.03
15.26	15.29	44.49
15.63	15.66	45.3
15.84	15.87	47.04
16.37	16.4	40.49
16.94	16.97	42.14
17.5	17.53	45.3
18.05	18.08	44.49
18.67	18.7	42.14
19.23	19.26	40.14
20.49	20.52	52.49
21.14	21.17	54.61
21.44	21.47	51.79
21.88	21.91	49.27
22.59	22.62	51.42
23.65	23.68	47.51
24.69	24.72	51.6
25.12	25.15	49.27
25.79	25.82	47.28
26.26	26.29	44.77
26.54	26.57	45.56
26.85	26.88	47.51
27.39	27.42	39.79
27.98	28.01	41.82
28.56	28.59	45.03
29.17	29.2	44.22
29.77	29.8	42.14
30.36	30.39	39.79
