onset	offset	pitch
1.67	1.7	44.22
2.86	2.89	47.04
3.31	3.34	47.28
4.88	4.91	44.22
5.8	5.83	42.14
6.47	6.5	40.14
8.12	8.15	41.82
9.23	9.26	44.49
9.83	9.86	47.28
10.97	11.0	43.93
11.42	11.45	42.14
14.62	14.65	44.22
15.73	15.76	47.04
16.16	16.19	47.04
17.73	17.76	44.22
18.77	18.8	41.82
19.26	19.29	39.79
20.81	20.84	42.14
21.51	21.54	44.22
22.33	22.36	41.82
23.53	23.56	39.79
23.95	23.98	40.14
26.89	26.92	49.06
28.11	28.14	52.32
28.56	28.59	52.14
30.2	30.23	51.42
30.99	31.02	47.28
31.67	31.7	48.84
33.36	33.39	49.27
34.12	34.15	51.96
34.95	34.98	51.24
35.78	35.81	47.28
36.52	36.55	48.84
39.65	39.68	48.84
40.8	40.83	51.96
41.24	41.27	52.14
42.85	42.88	51.24
43.64	43.67	47.51
44.41	44.44	48.84
45.82	45.85	48.84
46.59	46.62	51.96
47.4	47.43	51.24
48.15	48.18	47.51
48.99	49.02	48.84
52.07	52.1	44.22
53.13	53.16	47.51
53.57	53.6	47.28
55.09	55.12	44.49
56.17	56.2	41.82
56.65	56.68	39.79
58.19	58.22	41.82
59.32	59.35	44.77
59.76	59.79	46.8
60.75	60.78	43.93
61.25	61.28	41.82
64.37	64.4	44.22
65.48	65.51	46.8
65.91	65.94	47.28
67.55	67.58	52.32
68.65	68.68	53.98
69.31	69.34	56.22
70.7	70.73	53.98
71.87	71.9	51.96
72.36	72.39	53.82
73.14	73.17	48.63
73.92	73.95	52.14
