onset	offset	pitch
0.12	0.15	48.63
0.44	0.47	48.63
0.8	0.83	46.8
1.08	1.11	48.84
1.66	1.69	51.79
2.32	2.35	43.65
2.77	2.8	43.93
3.01	3.04	42.14
3.42	3.45	43.65
4.0	4.03	46.8
4.59	4.62	48.84
4.89	4.92	48.63
5.17	5.2	48.63
5.47	5.5	46.56
5.77	5.8	48.63
6.33	6.36	52.49
6.61	6.64	51.96
6.95	6.98	43.93
7.44	7.47	44.77
7.74	7.77	42.76
8.08	8.11	44.22
8.66	8.69	46.56
9.24	9.27	40.14
9.78	9.81	40.49
10.02	10.05	41.82
10.16	10.19	41.5
10.91	10.94	39.42
11.14	11.17	41.17
11.5	11.53	43.36
12.07	12.1	41.5
12.65	12.68	43.36
13.82	13.85	48.41
14.1	14.13	47.97
14.29	14.32	47.97
14.72	14.75	46.32
15.02	15.05	48.19
