onset	offset	pitch
0.44	0.47	44.49
1.82	1.85	47.28
2.57	2.6	54.45
4.91	4.94	52.49
6.27	6.3	47.28
7.0	7.03	45.03
9.25	9.28	44.22
10.57	10.6	44.49
11.25	11.28	44.22
12.04	12.07	45.56
12.71	12.74	47.04
13.4	13.43	49.06
15.31	15.34	47.28
17.51	17.54	44.22
18.83	18.86	47.04
19.56	19.59	54.3
21.71	21.74	52.49
23.21	23.24	47.28
23.92	23.95	45.3
26.13	26.16	44.49
27.49	27.52	47.28
28.18	28.21	47.28
28.86	28.89	49.47
29.52	29.55	51.42
30.24	30.27	52.32
32.28	32.31	52.49
34.61	34.64	54.14
35.74	35.77	47.97
36.08	36.11	47.51
36.83	36.86	51.6
37.45	37.48	49.27
38.13	38.16	47.28
38.99	39.02	44.22
40.17	40.2	47.28
40.79	40.82	52.49
42.95	42.98	49.47
44.34	44.37	52.14
45.02	45.05	54.14
46.42	46.45	52.49
47.18	47.21	51.42
49.47	49.5	47.04
51.8	51.83	44.49
53.23	53.26	47.28
54.03	54.06	54.3
55.99	56.02	52.49
57.36	57.39	47.28
58.07	58.1	45.3
60.26	60.29	44.49
61.66	61.69	47.04
62.39	62.42	47.04
62.95	62.98	49.27
63.66	63.69	51.05
64.33	64.36	52.49
66.29	66.32	52.14
