onset	offset	pitch
0.86	0.89	40.49
1.39	1.42	45.03
1.95	1.98	45.3
3.74	3.77	49.27
4.2	4.23	47.28
4.56	4.59	45.3
4.86	4.89	49.06
6.78	6.81	47.04
7.78	7.81	45.03
9.65	9.68	53.98
10.67	10.7	39.79
12.63	12.66	40.14
13.14	13.17	44.77
13.69	13.72	45.03
15.33	15.36	49.27
15.79	15.82	47.04
16.17	16.2	45.56
16.4	16.43	49.06
18.48	18.51	47.04
18.91	18.94	49.27
19.46	19.49	52.32
23.81	23.84	48.84
24.33	24.36	52.32
24.81	24.84	63.96
26.59	26.62	49.47
27.05	27.08	47.04
27.4	27.43	45.03
27.67	27.7	48.84
29.7	29.73	47.04
30.62	30.65	45.03
32.48	32.51	41.82
33.41	33.44	39.79
35.28	35.31	39.79
35.77	35.8	44.77
36.3	36.33	44.77
37.92	37.95	49.06
38.35	38.38	47.04
38.68	38.71	44.77
39.02	39.05	49.06
40.83	40.86	47.04
41.78	41.81	44.77
