onset	offset	pitch
1.11	1.14	45.82
1.61	1.64	43.93
2.05	2.08	45.56
2.55	2.58	44.22
2.98	3.01	45.56
3.46	3.49	46.07
3.95	3.98	44.22
4.95	4.98	45.3
5.43	5.46	49.88
5.86	5.89	46.8
6.39	6.42	45.56
6.96	6.99	43.65
7.42	7.45	41.5
7.95	7.98	40.14
9.27	9.3	46.32
9.78	9.81	44.49
10.33	10.36	42.76
11.05	11.08	47.74
11.62	11.65	45.56
12.17	12.2	43.93
12.6	12.63	42.14
13.63	13.66	46.32
14.11	14.14	44.49
14.66	14.69	42.76
15.11	15.14	40.83
15.68	15.71	43.65
16.14	16.17	40.14
16.62	16.65	38.28
17.61	17.64	45.56
18.11	18.14	43.65
18.57	18.6	45.3
19.08	19.11	42.76
19.53	19.56	45.82
19.97	20.0	47.04
20.41	20.44	43.65
21.36	21.39	45.56
21.8	21.83	38.67
22.19	22.22	41.5
22.71	22.74	43.36
23.14	23.17	44.77
23.6	23.63	42.76
23.96	23.99	44.77
