onset	offset	pitch
0.3	0.33	47.04
2.47	2.5	48.84
3.43	3.46	52.14
3.89	3.92	48.63
4.45	4.48	46.56
6.53	6.56	48.63
7.48	7.51	51.79
8.0	8.03	48.19
8.51	8.54	46.32
9.38	9.41	48.63
9.93	9.96	46.56
10.42	10.45	44.77
11.45	11.48	44.22
11.97	12.0	46.8
12.48	12.51	44.22
14.62	14.65	42.45
16.65	16.68	47.04
18.59	18.62	48.84
19.55	19.58	51.79
20.01	20.04	48.63
20.54	20.57	46.56
22.8	22.83	48.41
23.73	23.76	51.24
24.21	24.24	48.41
24.79	24.82	46.8
25.67	25.7	51.42
26.18	26.21	50.47
26.66	26.69	48.41
27.7	27.73	46.07
28.19	28.22	44.49
28.76	28.79	43.93
29.8	29.83	44.77
30.25	30.28	41.5
30.81	30.84	40.14
31.21	31.24	44.22
31.83	31.86	40.14
33.06	33.09	42.45
35.14	35.17	44.22
36.08	36.11	49.06
37.21	37.24	45.3
39.3	39.33	42.14
40.36	40.39	47.04
41.27	41.3	43.93
42.51	42.54	48.84
43.02	43.05	47.04
43.51	43.54	45.3
44.42	44.45	44.49
45.56	45.59	44.49
47.58	47.61	42.45
48.55	48.58	44.22
49.04	49.07	45.3
49.54	49.57	47.28
51.65	51.68	49.27
52.69	52.72	52.32
53.11	53.14	48.84
53.67	53.7	47.04
55.82	55.85	48.84
56.82	56.85	51.79
57.26	57.29	48.41
57.8	57.83	46.8
58.87	58.9	51.79
59.39	59.42	50.47
59.78	59.81	48.63
61.04	61.07	46.32
61.53	61.56	44.77
62.08	62.11	44.22
63.08	63.11	45.03
63.5	63.53	42.14
64.14	64.17	40.49
64.64	64.67	44.49
65.16	65.19	23.74
