onset	offset	pitch
0.97	1.0	47.51
1.32	1.35	44.49
1.69	1.72	44.77
2.08	2.11	44.49
2.5	2.53	47.04
2.88	2.91	44.49
3.21	3.24	44.49
3.59	3.62	44.49
4.24	4.27	47.28
4.58	4.61	47.51
4.93	4.96	49.06
5.36	5.39	47.51
5.77	5.8	45.56
7.42	7.45	47.74
7.79	7.82	42.14
8.16	8.19	42.45
8.56	8.59	42.45
8.99	9.02	47.28
9.33	9.36	42.14
9.76	9.79	42.45
10.14	10.17	42.14
10.69	10.72	45.82
11.05	11.08	45.56
11.44	11.47	47.28
11.82	11.85	42.14
12.24	12.27	40.49
13.93	13.96	47.28
14.33	14.36	47.51
14.7	14.73	49.27
15.05	15.08	49.27
15.49	15.52	47.04
15.85	15.88	47.04
16.27	16.3	44.22
17.12	17.15	42.14
17.53	17.56	40.49
17.93	17.96	42.14
18.34	18.37	44.77
18.81	18.84	47.04
20.45	20.48	47.04
20.83	20.86	47.04
21.21	21.24	48.84
21.59	21.62	49.06
22.01	22.04	47.51
22.4	22.43	47.04
22.84	22.87	44.49
23.68	23.71	42.14
24.09	24.12	45.56
24.37	24.4	44.49
24.88	24.91	42.45
25.31	25.34	40.49
