onset	offset	pitch
0.12	0.15	37.47
0.44	0.47	39.42
0.73	0.76	40.49
2.09	2.12	41.82
2.44	2.47	39.42
2.82	2.85	39.42
3.18	3.21	36.63
3.58	3.61	35.28
4.88	4.91	32.77
5.54	5.57	32.77
5.88	5.91	37.06
6.25	6.28	34.8
6.89	6.92	32.77
7.57	7.6	32.22
7.85	7.88	29.17
8.17	8.2	31.65
8.5	8.53	33.3
8.84	8.87	34.8
9.98	10.01	34.8
10.58	10.61	37.06
10.95	10.98	38.67
11.24	11.27	40.14
12.34	12.37	41.82
12.65	12.68	43.06
12.95	12.98	41.5
13.24	13.27	39.79
13.66	13.69	38.67
14.7	14.73	36.63
15.22	15.25	36.63
15.59	15.62	38.28
15.9	15.93	40.14
16.52	16.55	35.28
17.11	17.14	33.82
17.42	17.45	32.77
17.73	17.76	30.45
18.05	18.08	32.22
18.39	18.42	28.49
