onset	offset	pitch
1.24	1.27	47.28
2.13	2.16	44.22
2.59	2.62	47.04
3.05	3.08	52.49
4.93	4.96	49.47
5.78	5.81	51.96
6.15	6.18	49.47
6.68	6.71	47.28
8.53	8.56	47.28
9.4	9.43	40.49
9.78	9.81	42.45
10.25	10.28	44.49
11.06	11.09	42.45
11.48	11.51	40.49
12.0	12.03	42.45
15.52	15.55	47.51
16.31	16.34	44.77
16.79	16.82	46.56
17.23	17.26	52.49
18.45	18.48	51.42
18.84	18.87	49.27
19.77	19.8	52.49
20.43	20.46	49.27
20.76	20.79	47.04
22.69	22.72	47.51
23.58	23.61	42.45
23.95	23.98	44.22
24.51	24.54	45.03
25.73	25.76	42.14
26.2	26.23	40.49
29.76	29.79	49.47
30.75	30.78	52.32
32.26	32.29	52.32
33.37	33.4	51.6
34.18	34.21	49.27
34.63	34.66	51.6
35.06	35.09	52.32
36.99	37.02	49.27
37.48	37.51	51.24
37.91	37.94	52.66
38.24	38.27	49.68
38.73	38.76	49.88
39.16	39.19	47.74
39.58	39.61	43.65
39.98	40.01	52.66
40.47	40.5	42.45
44.16	44.19	47.51
45.04	45.07	44.22
45.41	45.44	47.28
45.87	45.9	52.49
47.16	47.19	51.6
47.53	47.56	49.27
48.44	48.47	52.49
49.1	49.13	48.84
49.41	49.44	47.04
51.47	51.5	47.28
52.29	52.32	42.45
52.66	52.69	44.22
53.19	53.22	45.3
54.44	54.47	39.42
54.93	54.96	40.49
