onset	offset	pitch
0.95	0.98	44.77
1.42	1.45	45.03
1.69	1.72	43.06
1.97	2.0	45.03
2.44	2.47	47.74
3.01	3.04	39.79
3.42	3.45	39.79
3.71	3.74	38.28
4.01	4.04	39.79
4.51	4.54	43.36
5.07	5.1	44.77
5.29	5.32	44.49
5.49	5.52	44.77
5.82	5.85	43.06
6.09	6.12	44.77
6.58	6.61	48.19
6.84	6.87	48.41
7.11	7.14	41.17
7.58	7.61	39.42
7.79	7.82	37.47
8.09	8.12	39.79
8.56	8.59	43.06
9.06	9.09	35.74
9.53	9.56	36.19
9.71	9.74	38.28
10.03	10.06	36.19
10.49	10.52	35.74
10.71	10.74	37.88
11.0	11.03	39.79
11.48	11.51	37.88
11.91	11.94	39.79
13.09	13.12	45.03
13.3	13.33	45.3
13.57	13.6	45.3
13.82	13.85	42.76
14.02	14.05	45.56
